REGISTRO,CUESTIONARIO,GENERO,GRUPO DE EDAD,Acepta contestar la encuesta?, ¿En qué municipio vive?, ¿Que tan seguro considera es vivir en SU MUNICIPIO?,¿Qué tan seguro considera que es vivir en EL ESTADO?,¿Qué tan seguro considera que es vivir en EL PAIS?,Por lo que ha observado ¿considera que la inseguridad en los últimos TRES MESES en SU MUNICIPIO...?,Por lo que ha observado ¿considera que la inseguridad en los últimos TRES MESES en EL ESTADO...?,Por lo que ha observado ¿considera que la inseguridad en los últimos TRES MESES en EL PAIS...?,"En este momento, ¿Cuánta confianza le tiene a Tránsito de su Municipio?","En este momento, ¿Cuánta confianza le tiene a La Policía de su Municipio?","En este momento, ¿Cuánta confianza le tiene a La Fuerza Civil?","En este momento, ¿Cuánta confianza le tiene a La Policía Federal?","En este momento, ¿Cuánta confianza le tiene a El Ejército?","En este momento, ¿Cuánta confianza le tiene a La Marina?",¿En alguna ocasión los elementos de Tránsito de su Municipio le han pedido a usted algún soborno?,¿En alguna ocasión los elementos de La Policía de su Municipio le han pedido a usted algún soborno?,¿En alguna ocasión los elementos de La Fuerza Civil le han pedido a usted algún soborno?,¿En alguna ocasión los elementos de La Policía Federal le han pedido a usted algún soborno?,¿En alguna ocasión los elementos de El Ejército le han pedido a usted algún soborno?,¿En alguna ocasión los elementos de La Marina le han pedido a usted algún soborno?,¿Qué tan comprometido considera que está el ALCALDE ACTUAL DE SU MUNICIPIO en resolver el problema de inseguridad?,Por lo que usted sabe de las acciones de las autoridades ¿considera que  la inseguridad  EN LOS PRÓXIMOS TRES MESES en SU MUNICIPIO…,¿Qué tan comprometido considera que está el GOBERNADOR DEL ESTADO en resolver el problema de inseguridad en el Estado?,Por lo que usted sabe de las acciones de las autoridades ¿considera que  la inseguridad EN LOS PRÓXIMOS TRES MESES en EL ESTADO…,¿Qué tan comprometido considera que está el PRESIDENTE DE LA REPÚBLICA en resolver el problema de inseguridad en el País?,Por lo que usted sabe de las acciones de las autoridades ¿considera que  la inseguridad EN LOS PRÓXIMOS TRES MESES en EL PAIS…
387,ASCENDENTE,Femenino,18-29 años,CONTINUAR ENTREVISTA,Santa Catarina,POCO SEGURO,POCO SEGURO,POCO SEGURO,HA AUMENTADO?,HA AUMENTADO?,HA AUMENTADO?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A SEGUIR IGUAL?
388,ASCENDENTE,Masculino,18-29 años,CONTINUAR ENTREVISTA,Apodaca,POCO SEGURO,SEGURO,POCO SEGURO,SIGUE IGUAL?,SIGUE IGUAL?,HA AUMENTADO?,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,SI,SI,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A AUMENTAR?,NADA COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A AUMENTAR?
389,ASCENDENTE,Femenino,50-59 años,CONTINUAR ENTREVISTA,Santa Catarina,POCO SEGURO,INSEGURO,INSEGURO,HA AUMENTADO?,SIGUE IGUAL?,SIGUE IGUAL?,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,SI,SI,NO,NO,NO,NO,COMPROMETIDO,VA A SEGUIR IGUAL?,COMPROMETIDO,VA A SEGUIR IGUAL?,COMPROMETIDO,VA A SEGUIR IGUAL?
390,ASCENDENTE,Femenino,18-29 años,CONTINUAR ENTREVISTA,Santa Catarina,SEGURO,POCO SEGURO,POCO SEGURO,HA AUMENTADO?,HA AUMENTADO?,HA BAJADO?,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?
391,ASCENDENTE,Femenino,30-39 años,CONTINUAR ENTREVISTA,Escobedo,POCO SEGURO,POCO SEGURO,POCO SEGURO,SIGUE IGUAL?,SIGUE IGUAL?,SIGUE IGUAL?,ALGO DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,SI,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,COMPROMETIDO,VA A SEGUIR IGUAL?
392,ASCENDENTE,Femenino,30-39 años,CONTINUAR ENTREVISTA,Guadalupe,SEGURO,SEGURO,SEGURO,HA BAJADO?,HA BAJADO?,HA BAJADO?,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,NO,NO,NO,NO,NO,NO,COMPROMETIDO,VA A BAJAR?,COMPROMETIDO,VA A BAJAR?,COMPROMETIDO,VA A BAJAR?
393,ASCENDENTE,Femenino,30-39 años,CONTINUAR ENTREVISTA,Santa Catarina,SEGURO,INSEGURO,POCO SEGURO,SIGUE IGUAL?,SIGUE IGUAL?,SIGUE IGUAL?,NADA DE CONFIANZA,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,NADA COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A AUMENTAR?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?
394,ASCENDENTE,Femenino,40-49 años,CONTINUAR ENTREVISTA,Santa Catarina,POCO SEGURO,INSEGURO,POCO SEGURO,HA BAJADO?,HA AUMENTADO?,SIGUE IGUAL?,ALGO DE CONFIANZA,NADA DE CONFIANZA,MUCHA CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A AUMENTAR?,NADA COMPROMETIDO,VA A SEGUIR IGUAL?
395,ASCENDENTE,Masculino,30-39 años,CONTINUAR ENTREVISTA,Santa Catarina,POCO SEGURO,POCO SEGURO,POCO SEGURO,HA BAJADO?,HA BAJADO?,SIGUE IGUAL?,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,SI,NO,NO,NO,NO,NO,NADA COMPROMETIDO,VA A BAJAR?,COMPROMETIDO,VA A BAJAR?,UN POCO COMPROMETIDO,VA A BAJAR?
396,ASCENDENTE,Femenino,18-29 años,CONTINUAR ENTREVISTA,Santa Catarina,POCO SEGURO,POCO SEGURO,INSEGURO,SIGUE IGUAL?,HA AUMENTADO?,HA AUMENTADO?,ALGO DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,,,,,,,UN POCO COMPROMETIDO,VA A AUMENTAR?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?
397,ASCENDENTE,Femenino,30-39 años,CONTINUAR ENTREVISTA,Santa Catarina,POCO SEGURO,INSEGURO,INSEGURO,SIGUE IGUAL?,HA BAJADO?,HA BAJADO?,ALGO DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A SEGUIR IGUAL?
398,ASCENDENTE,Masculino,50-59 años,CONTINUAR ENTREVISTA,Apodaca,POCO SEGURO,POCO SEGURO,POCO SEGURO,HA AUMENTADO?,HA AUMENTADO?,HA AUMENTADO?,ALGO DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,SI,SI,SI,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A AUMENTAR?,COMPROMETIDO,VA A AUMENTAR?
399,ASCENDENTE,Femenino,40-49 años,CONTINUAR ENTREVISTA,Santa Catarina,SEGURO,POCO SEGURO,POCO SEGURO,SIGUE IGUAL?,HA BAJADO?,HA BAJADO?,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,COMPROMETIDO,VA A BAJAR?,COMPROMETIDO,VA A BAJAR?,COMPROMETIDO,VA A BAJAR?
400,ASCENDENTE,Femenino,40-49 años,CONTINUAR ENTREVISTA,Escobedo,POCO SEGURO,INSEGURO,INSEGURO,SIGUE IGUAL?,SIGUE IGUAL?,SIGUE IGUAL?,NADA DE CONFIANZA,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,SI,SI,NO,NO,NO,NO,NADA COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A SEGUIR IGUAL?
401,ASCENDENTE,Masculino,60 años o más,CONTINUAR ENTREVISTA,García,POCO SEGURO,POCO SEGURO,POCO SEGURO,SIGUE IGUAL?,SIGUE IGUAL?,SIGUE IGUAL?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,No sabe,SI,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?
402,ASCENDENTE,Masculino,60 años o más,CONTINUAR ENTREVISTA,Escobedo,SEGURO,SEGURO,POCO SEGURO,HA BAJADO?,HA BAJADO?,HA BAJADO?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,NO,NO,NO,NO,NO,NO,COMPROMETIDO,VA A BAJAR?,COMPROMETIDO,VA A BAJAR?,COMPROMETIDO,VA A BAJAR?
403,ASCENDENTE,Femenino,30-39 años,CONTINUAR ENTREVISTA,Santa Catarina,POCO SEGURO,POCO SEGURO,INSEGURO,SIGUE IGUAL?,SIGUE IGUAL?,SIGUE IGUAL?,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,SI,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?
404,ASCENDENTE,Femenino,50-59 años,CONTINUAR ENTREVISTA,Santa Catarina,INSEGURO,INSEGURO,POCO SEGURO,HA BAJADO?,SIGUE IGUAL?,HA BAJADO?,MUCHA CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A BAJAR?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?
405,ASCENDENTE,Femenino,50-59 años,CONTINUAR ENTREVISTA,Apodaca,INSEGURO,POCO SEGURO,INSEGURO,HA AUMENTADO?,No sabe,HA AUMENTADO?,NADA DE CONFIANZA,NADA DE CONFIANZA,NADA DE CONFIANZA,NADA DE CONFIANZA,NADA DE CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,COMPROMETIDO,VA A BAJAR?,UN POCO COMPROMETIDO,VA A AUMENTAR?,NADA COMPROMETIDO,VA A AUMENTAR?
406,ASCENDENTE,Femenino,40-49 años,CONTINUAR ENTREVISTA,Apodaca,POCO SEGURO,INSEGURO,INSEGURO,HA BAJADO?,SIGUE IGUAL?,SIGUE IGUAL?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,COMPROMETIDO,VA A BAJAR?,COMPROMETIDO,VA A BAJAR?,COMPROMETIDO,VA A BAJAR?
407,ASCENDENTE,Masculino,50-59 años,CONTINUAR ENTREVISTA,Santa Catarina,POCO SEGURO,POCO SEGURO,SEGURO,SIGUE IGUAL?,SIGUE IGUAL?,HA BAJADO?,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,COMPROMETIDO,VA A BAJAR?,COMPROMETIDO,VA A BAJAR?
408,ASCENDENTE,Masculino,60 años o más,CONTINUAR ENTREVISTA,Santa Catarina,POCO SEGURO,POCO SEGURO,POCO SEGURO,HA BAJADO?,HA BAJADO?,HA AUMENTADO?,No contestó,No contestó,No contestó,No contestó,ALGO DE CONFIANZA,ALGO DE CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A BAJAR?,COMPROMETIDO,VA A BAJAR?,COMPROMETIDO,VA A BAJAR?
409,ASCENDENTE,Masculino,18-29 años,CONTINUAR ENTREVISTA,Apodaca,POCO SEGURO,POCO SEGURO,POCO SEGURO,HA BAJADO?,HA BAJADO?,HA BAJADO?,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?
410,ASCENDENTE,Masculino,40-49 años,CONTINUAR ENTREVISTA,Santa Catarina,POCO SEGURO,SEGURO,POCO SEGURO,HA BAJADO?,HA BAJADO?,HA BAJADO?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,COMPROMETIDO,VA A BAJAR?
411,ASCENDENTE,Femenino,18-29 años,CONTINUAR ENTREVISTA,Santa Catarina,SEGURO,INSEGURO,POCO SEGURO,HA BAJADO?,HA BAJADO?,No sabe,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A BAJAR?,NADA COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?
412,ASCENDENTE,Femenino,30-39 años,CONTINUAR ENTREVISTA,Santa Catarina,INSEGURO,INSEGURO,INSEGURO,HA AUMENTADO?,HA AUMENTADO?,SIGUE IGUAL?,NADA DE CONFIANZA,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,NO,SI,NO,NO,NO,NO,NADA COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?
413,ASCENDENTE,Femenino,18-29 años,CONTINUAR ENTREVISTA,Apodaca,POCO SEGURO,POCO SEGURO,POCO SEGURO,SIGUE IGUAL?,HA AUMENTADO?,HA AUMENTADO?,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,SI,SI,NO,SI,NO,NO,NADA COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A SEGUIR IGUAL?
414,ASCENDENTE,Femenino,40-49 años,CONTINUAR ENTREVISTA,San Pedro Garza García,SEGURO,SEGURO,POCO SEGURO,SIGUE IGUAL?,SIGUE IGUAL?,HA AUMENTADO?,MUCHA CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?
415,ASCENDENTE,Femenino,30-39 años,CONTINUAR ENTREVISTA,Santa Catarina,INSEGURO,INSEGURO,POCO SEGURO,SIGUE IGUAL?,SIGUE IGUAL?,SIGUE IGUAL?,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,SI,SI,NO,NO,NO,NO,NADA COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A SEGUIR IGUAL?
416,ASCENDENTE,Femenino,50-59 años,CONTINUAR ENTREVISTA,Santa Catarina,POCO SEGURO,POCO SEGURO,SEGURO,HA BAJADO?,HA BAJADO?,No sabe,ALGO DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,NO,SI,NO,NO,NO,NO,UN POCO COMPROMETIDO,No sabe,UN POCO COMPROMETIDO,No sabe,UN POCO COMPROMETIDO,VA A BAJAR?
417,ASCENDENTE,Femenino,18-29 años,CONTINUAR ENTREVISTA,Santa Catarina,POCO SEGURO,POCO SEGURO,POCO SEGURO,SIGUE IGUAL?,SIGUE IGUAL?,SIGUE IGUAL?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?
418,ASCENDENTE,Femenino,60 años o más,CONTINUAR ENTREVISTA,Santa Catarina,INSEGURO,INSEGURO,INSEGURO,SIGUE IGUAL?,SIGUE IGUAL?,SIGUE IGUAL?,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,COMPROMETIDO,No sabe,NADA COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?
419,ASCENDENTE,Masculino,50-59 años,CONTINUAR ENTREVISTA,Santa Catarina,POCO SEGURO,POCO SEGURO,POCO SEGURO,SIGUE IGUAL?,SIGUE IGUAL?,SIGUE IGUAL?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?
420,ASCENDENTE,Femenino,40-49 años,CONTINUAR ENTREVISTA,Apodaca,INSEGURO,INSEGURO,INSEGURO,SIGUE IGUAL?,HA AUMENTADO?,SIGUE IGUAL?,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,SI,NO,NO,NO,NO,NADA COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A SEGUIR IGUAL?
421,ASCENDENTE,Femenino,40-49 años,CONTINUAR ENTREVISTA,Apodaca,POCO SEGURO,POCO SEGURO,POCO SEGURO,HA AUMENTADO?,HA AUMENTADO?,HA AUMENTADO?,NADA DE CONFIANZA,NADA DE CONFIANZA,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,SI,SI,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A AUMENTAR?,NADA COMPROMETIDO,VA A AUMENTAR?
422,ASCENDENTE,Femenino,18-29 años,CONTINUAR ENTREVISTA,Santa Catarina,POCO SEGURO,INSEGURO,INSEGURO,SIGUE IGUAL?,SIGUE IGUAL?,SIGUE IGUAL?,NADA DE CONFIANZA,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,SI,SI,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A SEGUIR IGUAL?
423,ASCENDENTE,Femenino,40-49 años,CONTINUAR ENTREVISTA,Santa Catarina,No sabe,INSEGURO,INSEGURO,SIGUE IGUAL?,No sabe,SIGUE IGUAL?,NADA DE CONFIANZA,NADA DE CONFIANZA,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,No sabe,UN POCO COMPROMETIDO,No sabe,UN POCO COMPROMETIDO,No sabe
424,ASCENDENTE,Masculino,30-39 años,CONTINUAR ENTREVISTA,Monterrey,POCO SEGURO,POCO SEGURO,POCO SEGURO,SIGUE IGUAL?,HA BAJADO?,SIGUE IGUAL?,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A AUMENTAR?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?
425,ASCENDENTE,Masculino,18-29 años,CONTINUAR ENTREVISTA,Santa Catarina,POCO SEGURO,POCO SEGURO,POCO SEGURO,SIGUE IGUAL?,SIGUE IGUAL?,SIGUE IGUAL?,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,SI,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A AUMENTAR?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?
426,ASCENDENTE,Masculino,40-49 años,CONTINUAR ENTREVISTA,Escobedo,INSEGURO,POCO SEGURO,POCO SEGURO,HA BAJADO?,HA BAJADO?,HA BAJADO?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A BAJAR?,UN POCO COMPROMETIDO,VA A BAJAR?,UN POCO COMPROMETIDO,VA A BAJAR?
427,ASCENDENTE,Femenino,18-29 años,CONTINUAR ENTREVISTA,Santa Catarina,POCO SEGURO,INSEGURO,INSEGURO,HA BAJADO?,SIGUE IGUAL?,SIGUE IGUAL?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,COMPROMETIDO,VA A SEGUIR IGUAL?
428,ASCENDENTE,Masculino,18-29 años,CONTINUAR ENTREVISTA,Apodaca,SEGURO,INSEGURO,INSEGURO,SIGUE IGUAL?,HA AUMENTADO?,HA AUMENTADO?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?
429,ASCENDENTE,Masculino,50-59 años,CONTINUAR ENTREVISTA,Santa Catarina,INSEGURO,POCO SEGURO,POCO SEGURO,HA AUMENTADO?,HA AUMENTADO?,HA AUMENTADO?,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,SI,SI,NO,NO,NO,NO,NADA COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,COMPROMETIDO,VA A SEGUIR IGUAL?
430,ASCENDENTE,Femenino,18-29 años,CONTINUAR ENTREVISTA,Santa Catarina,POCO SEGURO,INSEGURO,INSEGURO,HA AUMENTADO?,HA AUMENTADO?,HA AUMENTADO?,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,SI,SI,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A AUMENTAR?,UN POCO COMPROMETIDO,VA A AUMENTAR?,NADA COMPROMETIDO,VA A AUMENTAR?
431,ASCENDENTE,Femenino,50-59 años,CONTINUAR ENTREVISTA,Santa Catarina,POCO SEGURO,POCO SEGURO,POCO SEGURO,SIGUE IGUAL?,SIGUE IGUAL?,SIGUE IGUAL?,ALGO DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,,,,,,,COMPROMETIDO,VA A BAJAR?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A BAJAR?
432,ASCENDENTE,Femenino,30-39 años,CONTINUAR ENTREVISTA,Santa Catarina,POCO SEGURO,INSEGURO,INSEGURO,SIGUE IGUAL?,SIGUE IGUAL?,HA AUMENTADO?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,COMPROMETIDO,VA A BAJAR?
